Date,Time,Connection Type,Latitude,Longitude,Download Speed (Megabits per second),Download MB Used,Upload Speed (Megabits per second),Upload MB Used,Latency (Milliseconds),Server Name,External Ip,Internal Ip
02/18/2026,4:10 PM,Wifi,17.375,78.474,533.69,NaN,525.01,NaN,6,Vybe Telecom Pvt Ltd,14.96.76.186,
